SYMBOL,GENENAME,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
Dcdc1,doublecortin domain containing 1,ENSRNOG00000022178,2055.284338,2.191380247,0.409534463,5.350905586,8.75e-08,2.58e-06,up
Ttpa,alpha tocopherol transfer protein,ENSRNOG00000007139,310.9412175,2.194153577,0.593677244,3.695869431,0.000219136,0.001817963,up
Lca5l,lebercilin LCA5 like,ENSRNOG00000028248,537.3752439,2.196931228,0.412049754,5.33171348,9.73e-08,2.81e-06,up
Ttll8,tubulin tyrosine ligase like 8,ENSRNOG00000032311,158.6044798,2.197813566,0.367555239,5.979546296,2.24e-09,1.09e-07,up
Ttc34,tetratricopeptide repeat domain 34,ENSRNOG00000024526,382.3588032,2.201584498,0.480878689,4.578253408,4.69e-06,7.78e-05,up
Fgfbp1,fibroblast growth factor binding protein 1,ENSRNOG00000003095,4120.265413,2.211186197,0.43449354,5.089111784,3.6e-07,8.47e-06,up
Vwa3a,von Willebrand factor A domain containing 3A,ENSRNOG00000025110,5263.828861,2.22646344,0.419275798,5.310259865,1.09e-07,3.1e-06,up
RGD1564786,similar to OTTMUSP00000000636,ENSRNOG00000063990,144.0568856,2.227173905,0.717097604,3.105816965,0.001897541,0.010371016,up
Matcap2,microtubule associated tyrosine carboxypeptidase 2,ENSRNOG00000026979,972.0941897,2.227341474,0.430571013,5.172994485,2.3e-07,5.81e-06,up
ENSRNOG00000069285,ENSRNOG00000069285,ENSRNOG00000069285,134.5860046,2.227649522,0.520906474,4.276486531,1.9e-05,0.000249443,up
RGD1306782,similar to RIKEN cDNA 1700029P11,ENSRNOG00000005572,128.7016153,2.230016932,0.600122552,3.715935892,0.000202453,0.001709016,up
Nwd1,NACHT and WD repeat domain containing 1,ENSRNOG00000052129,1020.625563,2.231046398,0.364204233,6.125811279,9.02e-10,4.85e-08,up
Ppp1r1b,protein phosphatase 1,ENSRNOG00000028404,3491.366124,2.232061014,0.337017261,6.622987219,3.52e-11,2.7e-09,up
Rap1gap,Rap1 GTPase-activating protein,ENSRNOG00000013825,1392.59957,2.232279211,0.240276869,9.290445739,1.54e-20,6.14e-18,up
Osbp2,oxysterol binding protein 2,ENSRNOG00000019645,97.74231013,2.233272067,0.505457889,4.418314788,9.95e-06,0.000145332,up
Ngrn,neugrin,ENSRNOG00000013553,1292.773573,2.233920376,0.889201093,2.512278036,0.011995454,0.044074488,up
ENSRNOG00000064985,ENSRNOG00000064985,ENSRNOG00000064985,258.6762874,2.233947431,0.480119521,4.652898569,3.27e-06,5.71e-05,up
ENSRNOG00000069871,ENSRNOG00000069871,ENSRNOG00000069871,3459.7011,2.23606452,0.312440293,7.156773861,8.26e-13,9.02e-11,up
ENSRNOG00000064974,ENSRNOG00000064974,ENSRNOG00000064974,39.02630091,2.238063886,0.685887512,3.263018856,0.001102322,0.006669349,up
Adh7,alcohol dehydrogenase 7 (class IV),ENSRNOG00000032959,115.2263803,2.243121921,0.776303056,2.889492582,0.003858641,0.018074383,up
Lypd2,Ly6/Plaur domain containing 2,ENSRNOG00000006058,1558.577653,2.244834098,0.452389924,4.962166443,6.97e-07,1.53e-05,up
Niban3,niban apoptosis regulator 3,ENSRNOG00000039357,921.78542,2.254474004,0.429056152,5.254496402,1.48e-07,3.99e-06,up
ENSRNOG00000070140,ENSRNOG00000070140,ENSRNOG00000070140,52.03508883,2.259153556,0.569123627,3.969530429,7.2e-05,0.000741634,up
Katnal2,katanin catalytic subunit A1 like 2,ENSRNOG00000017788,542.4760121,2.260385669,0.44436916,5.086729394,3.64e-07,8.55e-06,up
Tbx1,T-box transcription factor 1,ENSRNOG00000001892,962.2186684,2.263085074,0.372936424,6.068286519,1.29e-09,6.72e-08,up
ENSRNOG00000062828,ENSRNOG00000062828,ENSRNOG00000062828,47.01828404,2.269243352,0.59197403,3.833349498,0.00012641,0.001164493,up
Ttll3,tubulin tyrosine ligase like 3,ENSRNOG00000009032,2746.792426,2.277907066,0.304838205,7.472511732,7.87e-14,9.72e-12,up
Dpy19l2,dpy-19 like 2,ENSRNOG00000045585,145.8994749,2.278941684,0.744823064,3.0597088,0.002215523,0.011713384,up
Itprid1,ITPR interacting domain containing 1,ENSRNOG00000012165,975.3542091,2.286809404,0.387547888,5.900714407,3.62e-09,1.67e-07,up
Ccdc187,coiled-coil domain containing 187,ENSRNOG00000027392,10454.4635,2.299749209,0.345102824,6.663953608,2.67e-11,2.1e-09,up
T2,brachyury 2,ENSRNOG00000024172,2728.990236,2.299980725,0.38753402,5.934913089,2.94e-09,1.38e-07,up
Tbx18,T-box transcription factor 18,ENSRNOG00000010685,145.9706178,2.301086305,0.658931347,3.492148789,0.000479151,0.003450551,up
Slco1a4,solute carrier organic anion transporter family,ENSRNOG00000047493,2181.844828,2.302988471,0.318263733,7.236100862,4.62e-13,5.25e-11,up
ENSRNOG00000066797,ENSRNOG00000066797,ENSRNOG00000066797,62.06301056,2.303183442,0.731869793,3.146985247,0.001649633,0.009220068,up
ENSRNOG00000030478,ENSRNOG00000030478,ENSRNOG00000030478,39870.87258,2.30486459,0.352783777,6.533363317,6.43e-11,4.61e-09,up
Capn8,calpain 8,ENSRNOG00000003468,86.29713775,2.307906483,0.520254608,4.436109639,9.16e-06,0.000135302,up
Ankef1,ankyrin repeat and EF-hand domain containing 1,ENSRNOG00000005792,711.1647195,2.308693444,0.423980862,5.445277486,5.17e-08,1.64e-06,up
Rab36,RAB36,ENSRNOG00000001311,1161.032227,2.310003214,0.406401821,5.684037551,1.32e-08,5.06e-07,up
ENSRNOG00000071196,ENSRNOG00000071196,ENSRNOG00000071196,35.46421544,2.312005247,0.855461217,2.702641805,0.006879083,0.028396639,up
Ppil6,peptidylprolyl isomerase like 6,ENSRNOG00000043186,2241.191213,2.313898966,0.447987389,5.165098448,2.4e-07,6.01e-06,up
Cfap20dc,CFAP20 domain containing,ENSRNOG00000007206,413.5311786,2.317000717,0.441918536,5.243049405,1.58e-07,4.19e-06,up
Fam181a,family with sequence similarity 181,ENSRNOG00000048412,100.7542848,2.331631201,0.824756453,2.827054206,0.004697837,0.021019352,up
Cfap65,cilia and flagella associated protein 65,ENSRNOG00000056996,10334.11786,2.333144461,0.345597954,6.751036673,1.47e-11,1.22e-09,up
Drc1,dynein regulatory complex subunit 1,ENSRNOG00000024905,3047.22443,2.333911116,0.373365714,6.251005452,4.08e-10,2.42e-08,up
Dnah9,dynein,ENSRNOG00000004171,3793.745687,2.334025474,0.428469027,5.447361011,5.11e-08,1.63e-06,up
Ttll6,tubulin tyrosine ligase like 6,ENSRNOG00000004939,334.3303492,2.344736854,0.524794459,4.46791465,7.9e-06,0.000119394,up
RGD1562492,similar to Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (Solute carrier family 6 member 16),ENSRNOG00000037219,458.0053207,2.345248679,0.375785748,6.240919698,4.35e-10,2.57e-08,up
Prom2,prominin 2,ENSRNOG00000014710,281.5092623,2.348027976,0.33764019,6.954231286,3.54e-12,3.34e-10,up
Emilin3,elastin microfibril interfacer 3,ENSRNOG00000016734,54.46490045,2.356388567,0.80504359,2.927032272,0.003422134,0.01647785,up
ENSRNOG00000065335,ENSRNOG00000065335,ENSRNOG00000065335,196.1332935,2.359127744,0.849931602,2.775667757,0.005508847,0.023840113,up
ENSRNOG00000063877,ENSRNOG00000063877,ENSRNOG00000063877,118.4558028,2.360651715,0.768704273,3.070949123,0.002133795,0.011374182,up
ENSRNOG00000071095,ENSRNOG00000071095,ENSRNOG00000071095,928.3067195,2.362393577,0.424902905,5.559843323,2.7e-08,9.35e-07,up
ENSRNOG00000062851,ENSRNOG00000062851,ENSRNOG00000062851,24.75323631,2.36292843,0.787271994,3.001413041,0.002687298,0.013613419,up
Apoa1,apolipoprotein A1,ENSRNOG00000045679,55.51288597,2.365485825,0.741987207,3.188041251,0.001432401,0.008231373,up
Chrna4,cholinergic receptor nicotinic alpha 4 subunit,ENSRNOG00000011202,42.60816393,2.377299275,0.769888398,3.087849201,0.002016107,0.010885937,up
Togaram2,TOG array regulator of axonemal microtubules 2,ENSRNOG00000026344,711.1244016,2.38155571,0.417860659,5.699401608,1.2e-08,4.65e-07,up
Myb,MYB proto-oncogene,ENSRNOG00000055858,3431.980839,2.383626304,0.412415856,5.779666977,7.48e-09,3.11e-07,up
Mlc1,modulator of VRAC current 1,ENSRNOG00000032871,254.2795914,2.391364495,0.724436564,3.300999168,0.000963412,0.00600501,up
Ephx4,epoxide hydrolase 4,ENSRNOG00000023389,164.9769141,2.393981535,0.665215167,3.598807804,0.000319679,0.002469819,up
Kcnip2,potassium voltage-gated channel interacting protein 2,ENSRNOG00000018018,517.8852366,2.394947378,0.487088086,4.916867087,8.79e-07,1.85e-05,up
ENSRNOG00000068530,ENSRNOG00000068530,ENSRNOG00000068530,1532.52244,2.402945779,0.293277551,8.193418718,2.54e-16,5.24e-14,up
Septin3,septin 3,ENSRNOG00000007686,173.1920632,2.407835681,0.618901696,3.890497793,0.000100039,0.000964132,up
ENSRNOG00000043866,ENSRNOG00000043866,ENSRNOG00000043866,53035.84166,2.408466202,0.374126649,6.437569224,1.21e-10,8.17e-09,up
LOC103690071,interaptin-like,ENSRNOG00000057362,140.8861389,2.408633546,0.389160265,6.189310073,6.04e-10,3.49e-08,up
Slc34a3,solute carrier family 34 member 3,ENSRNOG00000010451,476.5044744,2.410403777,0.489472897,4.924488756,8.46e-07,1.8e-05,up
LOC102557108,uncharacterized LOC102557108,ENSRNOG00000067110,27.03738497,2.412477832,0.899872991,2.680909258,0.007342242,0.029985481,up
Lrrc9,leucine rich repeat containing 9,ENSRNOG00000005409,51.82388679,2.419657218,0.793185831,3.05055527,0.002284186,0.011975234,up
LOC680875,similar to dystonin,ENSRNOG00000023828,393.212006,2.420923224,0.563118699,4.299134849,1.71e-05,0.000229772,up
Rnf183,ring finger protein 183,ENSRNOG00000064866,246.3562547,2.424630471,0.517185371,4.688126551,2.76e-06,4.94e-05,up
Npy,neuropeptide Y,ENSRNOG00000046449,2229.521157,2.4362698,0.315761419,7.715539806,1.2e-14,1.73e-12,up
Gdf15,growth differentiation factor 15,ENSRNOG00000019661,208.9206804,2.4365532,0.526774526,4.625419566,3.74e-06,6.35e-05,up
LOC100361866,eosinophil cationic protein-like,ENSRNOG00000068464,1378.191195,2.436623379,0.542637491,4.490333638,7.11e-06,0.000110426,up
Plk5,polo-like kinase 5,ENSRNOG00000034102,183.5938952,2.443953222,0.302473715,8.079886277,6.48e-16,1.27e-13,up
Scgb1a1,secretoglobin family 1A member 1,ENSRNOG00000020196,1367989.737,2.448571885,0.367663149,6.659824058,2.74e-11,2.14e-09,up
Lrrc26,leucine rich repeat containing 26,ENSRNOG00000011457,83.94854055,2.449412613,0.75933605,3.22572939,0.001256521,0.007436925,up
Slc26a3,solute carrier family 26 member 3,ENSRNOG00000006878,74.15451714,2.452484887,0.507563012,4.831882604,1.35e-06,2.69e-05,up
ENSRNOG00000068587,ENSRNOG00000068587,ENSRNOG00000068587,840.57005,2.455316002,0.955713455,2.569092221,0.010196532,0.038798072,up
ENSRNOG00000066031,ENSRNOG00000066031,ENSRNOG00000066031,193.7609068,2.458712132,0.433276616,5.674693816,1.39e-08,5.29e-07,up
Nr1i2,nuclear receptor subfamily 1,ENSRNOG00000002906,146.1243314,2.459872582,0.655797505,3.750963619,0.000176156,0.001523334,up
Slc7a13,solute carrier family 7 member 13,ENSRNOG00000024903,72.81915858,2.471277869,0.779740944,3.169357577,0.001527763,0.008652255,up
ENSRNOG00000069103,ENSRNOG00000069103,ENSRNOG00000069103,86.91280251,2.473724959,0.722881232,3.422035112,0.000621543,0.004246305,up
Unc93a,unc-93 homolog A,ENSRNOG00000047027,93.94002565,2.473777011,0.62416876,3.963314362,7.39e-05,0.000757743,up
Coro6,coronin 6,ENSRNOG00000014496,4659.587748,2.476470801,0.246173573,10.05985645,8.31e-24,4.8800000000000004e-21,up
ENSRNOG00000055730,ENSRNOG00000055730,ENSRNOG00000055730,27.36401197,2.477938657,0.828609968,2.990476523,0.002785425,0.013989127,up
ENSRNOG00000064728,ENSRNOG00000064728,ENSRNOG00000064728,130.673696,2.480533357,0.485422679,5.110048339,3.22e-07,7.73e-06,up
Neu2,neuraminidase 2,ENSRNOG00000016962,36.52996582,2.481398114,0.788432716,3.147254121,0.001648117,0.009217081,up
Barhl1,BarH-like homeobox 1,ENSRNOG00000013209,149.0792938,2.483737523,0.462077041,5.375158905,7.65e-08,2.29e-06,up
Ihh,Indian hedgehog signaling molecule,ENSRNOG00000018059,143.0852555,2.486889711,0.584607301,4.253949114,2.1e-05,0.000270821,up
Fxyd7,FXYD domain-containing ion transport regulator 7,ENSRNOG00000021067,213.3275518,2.497456868,0.5229465,4.775740668,1.79e-06,3.43e-05,up
Vmo1,vitelline membrane outer layer 1 homolog,ENSRNOG00000026508,192.1603739,2.504093588,0.588922113,4.251994506,2.12e-05,0.000272679,up
LOC100912028,olfactory receptor 19-like,ENSRNOG00000070534,313.6057977,2.50720172,0.555825751,4.510769273,6.46e-06,0.000101734,up
Ttll9,tubulin tyrosine ligase like 9,ENSRNOG00000008596,1823.833557,2.514992138,0.406926075,6.180464445,6.39e-10,3.68e-08,up
Eno4,enolase 4,ENSRNOG00000018310,1382.996526,2.522213044,0.371718976,6.785268454,1.16e-11,9.8e-10,up
ENSRNOG00000062458,ENSRNOG00000062458,ENSRNOG00000062458,24.12531273,2.535061817,1.02332538,2.477278357,0.013238861,0.047564132,up
Slc15a2,solute carrier family 15 member 2,ENSRNOG00000002305,1766.295662,2.536510366,0.434194275,5.841878887,5.16e-09,2.27e-07,up
C1H10orf95,chromosome 1 C10orf95 homolog,ENSRNOG00000066499,70.56267971,2.538649679,0.727292091,3.49055037,0.000482027,0.003469927,up
ENSRNOG00000029677,ENSRNOG00000029677,ENSRNOG00000029677,15.31134015,2.550732504,0.978192441,2.607597849,0.009118001,0.035518633,up
Arr3,arrestin 3,ENSRNOG00000002904,35.03991982,2.559932439,0.827031832,3.095325161,0.001965972,0.010673559,up
Gsta3,glutathione S-transferase alpha 3,ENSRNOG00000056847,1294.899807,2.563708981,0.4081073,6.281948355,3.34e-10,2.04e-08,up
Hap1,huntingtin-associated protein 1,ENSRNOG00000014819,2906.308171,2.565528291,0.463654067,5.533281112,3.14e-08,1.06e-06,up
RGD1560402,similar to Phosphoglycerate kinase 1,ENSRNOG00000026928,69.43040251,2.574845096,0.587583988,4.382088598,1.18e-05,0.000167438,up
Sgsm1,small G protein signaling modulator 1,ENSRNOG00000000708,140.2235328,2.61013266,0.737187245,3.540664435,0.000399121,0.002961698,up
Tmem52,transmembrane protein 52,ENSRNOG00000016618,460.3746708,2.61065334,0.446676993,5.844611158,5.08e-09,2.24e-07,up
Sertm1,serine-rich and transmembrane domain containing 1,ENSRNOG00000014046,185.5613838,2.612231263,0.755699363,3.456706981,0.000546819,0.003842059,up
Dbh,dopamine beta-hydroxylase,ENSRNOG00000006641,97.12964372,2.615767916,0.524776169,4.984540212,6.21e-07,1.38e-05,up
Got1l1,glutamic-oxaloacetic transaminase 1-like 1,ENSRNOG00000038473,189.3666901,2.643716798,0.681949514,3.876704569,0.000105881,0.001012637,up
ENSRNOG00000066285,ENSRNOG00000066285,ENSRNOG00000066285,26.1153637,2.646587921,0.892787243,2.96441055,0.003032634,0.014971846,up
Dmc1,DNA meiotic recombinase 1,ENSRNOG00000013807,1185.704791,2.647771062,0.409244679,6.469897341,9.81e-11,6.77e-09,up
Tbxt,T-box transcription factor T,ENSRNOG00000012229,2521.540944,2.649366363,0.337093614,7.859438008,3.86e-15,6.24e-13,up
ENSRNOG00000063620,ENSRNOG00000063620,ENSRNOG00000063620,104.9041317,2.657386685,0.515356034,5.15640937,2.52e-07,6.26e-06,up
LOC100912365,uncharacterized LOC100912365,ENSRNOG00000004066,14.08991012,2.659544954,0.994212966,2.675025417,0.007472358,0.03031901,up
ENSRNOG00000067261,ENSRNOG00000067261,ENSRNOG00000067261,87.34854704,2.661406262,0.623992977,4.265122143,2e-05,0.000259938,up
Foxj1,forkhead box J1,ENSRNOG00000046001,5940.154422,2.673861488,0.463395946,5.77014432,7.92e-09,3.25e-07,up
Nmb,neuromedin B,ENSRNOG00000011011,17.72352377,2.693559882,0.964672999,2.792199932,0.0052351,0.022877971,up
ENSRNOG00000063337,ENSRNOG00000063337,ENSRNOG00000063337,120.2342437,2.699664221,0.748177017,3.608322842,0.000308183,0.002398766,up
Cfap100,cilia and flagella associated protein 100,ENSRNOG00000017959,5209.95009,2.7061601,0.34601605,7.820909181,5.24e-15,8.14e-13,up
ENSRNOG00000062361,ENSRNOG00000062361,ENSRNOG00000062361,16.51939987,2.720698926,1.027919331,2.646801986,0.008125692,0.032386009,up
Cyp2f4,cytochrome P450,ENSRNOG00000032805,5809.940189,2.730819534,0.408940483,6.677792126,2.43e-11,1.93e-09,up
ENSRNOG00000066341,ENSRNOG00000066341,ENSRNOG00000066341,118.4941764,2.73777153,0.507273137,5.397036296,6.78e-08,2.06e-06,up
Rnase3,ribonuclease A family member 3,ENSRNOG00000064658,1976.886862,2.742941808,0.816095433,3.361055214,0.000776453,0.005080909,up
Aox1,aldehyde oxidase 1,ENSRNOG00000015354,2434.73408,2.757296655,0.862245822,3.197808078,0.001384764,0.008031375,up
RGD1565862,similar to Spindlin-like protein 2 (SPIN-2),ENSRNOG00000068201,1330.55164,2.774313328,0.450441402,6.159099311,7.32e-10,4.15e-08,up
Bnc1,basonuclin 1,ENSRNOG00000019770,187.4924875,2.780766612,0.607471996,4.577604617,4.7e-06,7.8e-05,up
Ntf3,neurotrophin 3,ENSRNOG00000019716,62.32321863,2.804570022,0.96378568,2.909951952,0.003614843,0.017198446,up
Nxnl1,nucleoredoxin-like 1,ENSRNOG00000042658,67.77067199,2.808582474,0.570911615,4.919469842,8.68e-07,1.84e-05,up
Tnni3,troponin I3,ENSRNOG00000018250,1277.435381,2.821453838,0.476511549,5.921060771,3.2e-09,1.5e-07,up
Depp1,DEPP1,ENSRNOG00000023465,3390.162671,2.86757121,0.462725418,6.197133541,5.75e-10,3.33e-08,up
ENSRNOG00000064760,ENSRNOG00000064760,ENSRNOG00000064760,124.3915431,2.892092581,0.75284577,3.841547229,0.000122261,0.001132379,up
Penk,proenkephalin,ENSRNOG00000008943,60.79734365,2.945220496,1.125600397,2.616577343,0.008881624,0.034842023,up
Skint10,selection and upkeep of intraepithelial T cells 10,ENSRNOG00000022988,42.2706732,2.94879577,0.994370513,2.965489958,0.003022012,0.014942127,up
Fam227a,family with sequence similarity 227,ENSRNOG00000021795,7700.556207,2.949673216,0.340462069,8.663735216,4.57e-18,1.21e-15,up
Fgf14,fibroblast growth factor 14,ENSRNOG00000009288,81.61191661,2.953641722,0.654157427,4.515184879,6.33e-06,0.000100057,up
Nek5,NIMA-related kinase 5,ENSRNOG00000048769,3684.759052,2.954517428,0.447353517,6.604435449,3.99e-11,3.03e-09,up
LOC120095429,small nucleolar RNA SNORA29,ENSRNOG00000053082,65.90580109,3.006824704,0.873775758,3.441185768,0.000579171,0.004025676,up
LOC120101166,U6 spliceosomal RNA,ENSRNOG00000065463,17.6317365,3.011870803,0.910782262,3.306905424,0.000943327,0.005908327,up
Tacr2,tachykinin receptor 2,ENSRNOG00000050658,16.20137966,3.012223933,1.05705946,2.849625822,0.004377069,0.019930898,up
Lect2,leukocyte cell-derived chemotaxin 2,ENSRNOG00000012189,19.7617028,3.028398438,1.100761233,2.751185588,0.005937999,0.025250282,up
Cyp2a3,cytochrome P450,ENSRNOG00000068556,6770.463179,3.032590383,0.344602828,8.800248116,1.37e-18,4.07e-16,up
UST4r,integral membrane transport protein UST4r,ENSRNOG00000049826,40.90067793,3.03516421,0.995375008,3.049267047,0.002294005,0.01201329,up
RGD1561327,similar to melanoma antigen family A,ENSRNOG00000031222,252.7530274,3.115298293,0.626293342,4.974183958,6.55e-07,1.44e-05,up
ENSRNOG00000069208,ENSRNOG00000069208,ENSRNOG00000069208,908.8245163,3.12793565,0.595950978,5.248645883,1.53e-07,4.09e-06,up
Kcna6,potassium voltage-gated channel subfamily A member 6,ENSRNOG00000052486,116.5958777,3.178536229,0.653026464,4.867392674,1.13e-06,2.29e-05,up
Mirlet7b,microRNA let-7b,ENSRNOG00000035636,38.57076523,3.214436343,0.794359342,4.046577124,5.2e-05,0.000568934,up
ENSRNOG00000064766,ENSRNOG00000064766,ENSRNOG00000064766,35.80048571,3.244411016,0.875359733,3.706374527,0.000210247,0.001762806,up
Fam228a,family with sequence similarity 228,ENSRNOG00000050114,25.07833721,3.274268256,0.901419135,3.632348291,0.000280854,0.002223409,up
LOC102549099,uncharacterized LOC102549099,ENSRNOG00000066208,378.2766886,3.281018455,0.623396308,5.263134244,1.42e-07,3.85e-06,up
Magee2,MAGE family member E2,ENSRNOG00000021400,30.98509261,3.285270333,0.935478112,3.51186232,0.000444978,0.003244282,up
Adhfe1,alcohol dehydrogenase,ENSRNOG00000007069,1343.789936,3.308853053,0.312602232,10.584867,3.5000000000000004e-26,2.6299999999999998e-23,up
Krt77,keratin 77,ENSRNOG00000036865,486.2920138,3.366046337,0.600485472,5.605541668,2.08e-08,7.38e-07,up
Prss21,serine protease 21,ENSRNOG00000047969,13.44249935,3.388766889,1.271047563,2.666121229,0.007673202,0.030959959,up
Bpifc,BPI fold containing family C,ENSRNOG00000022937,38.95287477,3.41468791,1.224284167,2.789130173,0.005284982,0.023063749,up
Trim54,tripartite motif-containing 54,ENSRNOG00000006146,863.0212977,3.464629898,0.423880787,8.173595036,2.99e-16,6.04e-14,up
ENSRNOG00000071206,ENSRNOG00000071206,ENSRNOG00000071206,31.80116131,3.489246905,1.413022578,2.469349719,0.013535886,0.048432004,up
LOC102546590,HLA class I histocompatibility antigen,ENSRNOG00000062554,146.7837371,3.504897037,0.786620308,4.455640163,8.36e-06,0.000124926,up
Kcna5,potassium voltage-gated channel subfamily A member 5,ENSRNOG00000019719,28.63795291,3.515842563,1.066722246,3.295930666,0.000980962,0.006089443,up
Cyp11a1,cytochrome P450,ENSRNOG00000008074,23.26096536,3.526018994,1.202663954,2.931840587,0.003369597,0.01627497,up
LOC120102117,U12 minor spliceosomal RNA,ENSRNOG00000065851,20.61061417,3.557685425,1.312962975,2.709661652,0.006735188,0.027881256,up
ENSRNOG00000067585,ENSRNOG00000067585,ENSRNOG00000067585,34.91599932,3.572052851,1.081033424,3.304294549,0.000952157,0.005950667,up
ENSRNOG00000068512,ENSRNOG00000068512,ENSRNOG00000068512,9936.872822,3.634625256,1.14411882,3.176790026,0.001489148,0.008469332,up
ENSRNOG00000069417,ENSRNOG00000069417,ENSRNOG00000069417,36.72694679,3.643953932,1.399203098,2.604306648,0.009206035,0.035783457,up
Msx3,msh homeobox 3,ENSRNOG00000046776,190.5053704,3.658407696,0.660723365,5.536973402,3.08e-08,1.04e-06,up
Or13c7d,olfactory receptor family 13 subfamily C member 7D,ENSRNOG00000062897,21.62995635,3.717190421,1.416647739,2.623934179,0.008692058,0.034268101,up
Upk1a,uroplakin 1A,ENSRNOG00000024331,160.0827152,3.720344839,0.514654895,7.228814635,4.87e-13,5.48e-11,up
Clcnka,chloride voltage-gated channel Ka,ENSRNOG00000052368,55.03661024,3.728008866,1.400584468,2.661752255,0.007773507,0.031304123,up
ENSRNOG00000014538,ENSRNOG00000014538,ENSRNOG00000014538,135.8265878,3.747215111,0.545204288,6.873047763,6.28e-12,5.67e-10,up
Bricd5,BRICHOS domain containing 5,ENSRNOG00000009611,88.84137093,3.791686899,0.698183646,5.430787327,5.61e-08,1.75e-06,up
Sostdc1,sclerostin domain containing 1,ENSRNOG00000005770,209.2101655,3.832240712,0.475067535,8.066728264,7.22e-16,1.38e-13,up
LOC685184,similar to protein expressed in prostate,ENSRNOG00000062489,318.5664246,3.90060535,0.674698769,5.781254581,7.41e-09,3.09e-07,up
ENSRNOG00000063013,ENSRNOG00000063013,ENSRNOG00000063013,40.4784612,3.989047456,0.984426874,4.052152133,5.07e-05,0.000558473,up
Alx1,ALX homeobox 1,ENSRNOG00000004390,46.86625778,4.110765828,1.058188346,3.884720374,0.000102448,0.00098482,up
Tac1,tachykinin,ENSRNOG00000067502,20.42303173,4.237937199,1.41308486,2.999067727,0.002708071,0.013685377,up
Nrsn2,neurensin 2,ENSRNOG00000023935,24.40943999,4.246624849,1.230429586,3.451335125,0.00055782,0.0039062,up
ENSRNOG00000069100,ENSRNOG00000069100,ENSRNOG00000069100,164.2937849,4.258191258,1.681550414,2.532300681,0.011331677,0.042160307,up
Mesp1,mesoderm posterior bHLH transcription factor 1,ENSRNOG00000014951,12.14178298,4.360544533,1.602268244,2.721482217,0.006498988,0.027101733,up
Nanos3,nanos C2HC-type zinc finger 3,ENSRNOG00000031593,10.12020283,4.361518981,1.651008531,2.641730129,0.008248375,0.032787422,up
Dpy30,dpy-30 histone methyltransferase complex regulatory subunit,ENSRNOG00000027126,16.07277871,4.401554133,1.759069588,2.502205804,0.012342216,0.045036493,up
Mybpc1,myosin binding protein C1,ENSRNOG00000056493,46.35841827,4.517617154,1.407816217,3.208953767,0.001332189,0.007786587,up
ENSRNOG00000066888,ENSRNOG00000066888,ENSRNOG00000066888,15.46294806,4.556333806,1.642014832,2.77484327,0.005522832,0.023874198,up
Cyp2d2,cytochrome P450,ENSRNOG00000008988,14.66531278,4.643462293,1.569572547,2.958424764,0.003092157,0.015192923,up
Mir351,microRNA 351,ENSRNOG00000069684,8.104707659,4.652907503,1.777771804,2.617269265,0.008863639,0.034810699,up
ENSRNOG00000070496,ENSRNOG00000070496,ENSRNOG00000070496,224.9889481,4.755071827,0.826851749,5.750815469,8.88e-09,3.6e-07,up
Cfap276,cilia and flagella associated protein 276,ENSRNOG00000020307,36.20123888,4.779615292,1.646164776,2.903485339,0.003690342,0.017484941,up
ENSRNOG00000064121,ENSRNOG00000064121,ENSRNOG00000064121,16.69115072,5.196866974,1.589760781,3.268961617,0.001079429,0.006566821,up
ENSRNOG00000064534,ENSRNOG00000064534,ENSRNOG00000064534,12.01721394,5.363876119,1.740067749,3.082567402,0.002052232,0.01102077,up
LOC120102552,5S ribosomal RNA,ENSRNOG00000062514,215.6177932,5.529219751,1.643060391,3.365195693,0.000764894,0.005018664,up
ENSRNOG00000064735,ENSRNOG00000064735,ENSRNOG00000064735,4.994559823,5.93438968,2.217182878,2.676544971,0.007438558,0.030240687,up
ENSRNOG00000064338,ENSRNOG00000064338,ENSRNOG00000064338,5.08882546,5.959903224,2.194386842,2.715976559,0.00660806,0.027446839,up
ENSRNOG00000059654,ENSRNOG00000059654,ENSRNOG00000059654,5.220923606,5.999354632,2.275721437,2.636242966,0.008382968,0.033223949,up
ENSRNOG00000071155,ENSRNOG00000071155,ENSRNOG00000071155,5.760881664,6.137683367,2.123151957,2.890835649,0.00384219,0.018019087,up
RGD1562024,RGD1562024,ENSRNOG00000042749,5.763338158,6.14263075,2.164069677,2.838462557,0.004533144,0.02048754,up
LOC100910657,sperm motility kinase Y-like,ENSRNOG00000068222,7.09302022,6.435804524,2.13816383,3.009967914,0.002612753,0.013325679,up
ENSRNOG00000064334,ENSRNOG00000064334,ENSRNOG00000064334,8.025785149,6.620745987,2.553173155,2.593144133,0.00951029,0.036685061,up
ENSRNOG00000070566,ENSRNOG00000070566,ENSRNOG00000070566,8.389100056,6.678353063,1.976953746,3.37810284,0.000729878,0.004824239,up
ENSRNOG00000069255,ENSRNOG00000069255,ENSRNOG00000069255,8.4082205,6.686131261,2.5567493,2.615090678,0.008920377,0.03494078,up
Tbx22,T-box transcription factor 22,ENSRNOG00000002346,8.553657909,6.71004604,1.862949816,3.601839397,0.000315974,0.002446222,up
